image_path,temperature,humidity,rainfall,wind_speed,T,H,R,W,severity_score,severity_label
Black_rot\06710c68-b3c8-4c7b-832c-5bec4aeb8417___FAM_B.Rot 0436.JPG,24.22815133599276,64.96052707169204,2.97712994759043,4.583646889917386,0.3664579330507382,0.3325827551331169,0.099073969994001,0.3056396598397908,0.2772857342690781,Mild
Black_rot\0679fd57-9695-4627-9825-b0a55cdfa84b___FAM_B.Rot 0451.JPG,25.75318973168961,52.5463545266022,2.721626482434925,7.764584035341518,0.4561924524652505,0.05658170132845,0.0905505367858485,0.5177826702895917,0.257216791769228,Mild
Black_rot\06ca4e74-f852-4ee1-8100-2c88eccdf450___FAM_B.Rot 0585.JPG,31.34799134368123,66.82644711557661,7.880864310058059,5.729370285679033,0.785395202565324,0.3740672678186674,0.2626594316767884,0.3820502266657619,0.4506438842392807,Moderate
Black_rot\06fde815-e82e-42b1-acb6-c097f126fb9b___FAM_B.Rot 0628.JPG,21.39445429669212,92.50018622124364,26.242981876619805,8.464515970047453,0.1997208576397425,0.944864799634261,0.8752080033510666,0.5644625199534152,0.6650841591286636,Severe
Black_rot\07e911cc-751d-4e1e-ada5-2c363938b213___FAM_B.Rot 3619.JPG,26.7419854530314,78.87804787843513,3.867077552204968,1.7179930248952235,0.5143740097979024,0.6420073579455527,0.1287620564630855,0.114523517005145,0.3762909273499418,Moderate
Black_rot\08a5a9c9-6676-4125-8738-535d6479084a___FAM_B.Rot 5049.JPG,28.07104767065472,80.2165616900243,21.59990407882339,14.954857542188266,0.5925771289501378,0.6717661857038182,0.7203178790011385,0.99731627877167,0.7292168634532986,Severe
Black_rot\091e0447-d502-43e2-a871-60251ad954ad___FAM_B.Rot 0486.JPG,18.78965701623996,78.45269691369379,3.0349685883930966,6.383338165450764,0.0464524331901417,0.632550641110094,0.1010034302908772,0.4256646422953893,0.3117620866623608,Mild
Black_rot\0959dfd7-a6af-4e43-b99e-b248e7b3b2eb___FAM_B.Rot 5039.JPG,28.32826248232445,58.95464625317466,18.69413561243476,5.22345959561053,0.6077118610176088,0.1990555765060023,0.6233832897714172,0.3483100388207242,0.437152468413202,Moderate
Black_rot\0968fd6a-7b51-4f22-811c-865284317412___FAM_B.Rot 3568.JPG,20.89891010268396,68.8250238846026,10.682018973574344,10.653147724743974,0.1705626277725823,0.4185011028050255,0.3561041709317136,0.7104267147741972,0.399302373472421,Moderate
Black_rot\09cfe515-118c-475d-9f94-de565f56eb69___FAM_B.Rot 0360.JPG,19.10587708074976,83.79229092634932,23.66741888897601,5.458491097429987,0.065059083093567,0.7512644393136579,0.7892888590247429,0.3639847560713442,0.5117632685379437,Moderate
Black_rot\09e87756-a12b-47fe-830d-fe1eddb42cae___FAM_B.Rot 0449.JPG,34.13105413330666,54.56178038989216,7.010713464760908,12.499114575431364,0.9491529168839432,0.1013901378241409,0.2336317525163755,0.8335379071656285,0.4928207901304476,Moderate
Black_rot\0a06c482-c94a-44d8-a895-be6fe17b8c06___FAM_B.Rot 5019.JPG,34.415744562267506,62.503374924037054,19.1760548816988,6.814060865406379,0.9659043369772318,0.2779535336003926,0.6394598103023375,0.4543903938774649,0.5756051756755031,Moderate
Black_rot\0a274d5f-9705-445d-a580-a887447ec353___FAM_B.Rot 3147.JPG,31.74275491797984,62.43435988096341,7.070476037276548,10.793376198981523,0.8086234174889584,0.2764191401845194,0.23562539395241,0.719778829989152,0.4879437109135284,Moderate
Black_rot\0a31549c-8adb-4acc-bab2-a0954f063054___FAM_B.Rot 0687.JPG,23.1784340759473,69.44085174175277,21.40980849336461,1.611798246628298,0.3046917020383996,0.4321926426090975,0.7139764110886138,0.1074411765106142,0.4058130563666055,Moderate
Black_rot\0abb363c-2365-4816-a6c4-ce4bac6ffc38___FAM_B.Rot 3122.JPG,19.660425938108524,94.11659334239832,26.210341036822463,12.691787783326676,0.0976891961106348,0.9808019567178812,0.8741191256808506,0.846387665739051,0.7064702006110459,Severe
Black_rot\0aec6325-48be-4373-886d-fff5aeea6d26___FAM_B.Rot 3465.JPG,29.63196145070667,53.03761460077199,3.804053973802801,11.035769801671648,0.6844225856256393,0.0675037581687707,0.1266596299432624,0.7359445403561199,0.3702105894140806,Moderate
Black_rot\0b11ac6a-9e24-4d9c-bbe9-e180eb81ff38___FAM_B.Rot 0581.JPG,25.48259239357322,73.34154474712678,25.997870657865107,3.1757516769294853,0.4402702814830406,0.5189157307683276,0.8670312488778816,0.2117443342717363,0.5248489686750761,Moderate
Black_rot\0b9d95bb-51c7-40f1-8a4b-f9838becb418___FAM_B.Rot 0493.JPG,20.07464999236124,58.07141069054947,17.80725763242894,2.1792901461867995,0.1220624817558882,0.1794188310719516,0.593797604028329,0.1452883374177073,0.2618483382511813,Mild
Black_rot\0bfeae5e-878a-45ac-b62c-fbdfa9577874___FAM_B.Rot 0501.JPG,26.418007471891592,93.68044454343848,3.813314726010719,4.744385230884366,0.495310877669232,0.97110517445621,0.1269685627510949,0.3163596187665162,0.510173336195248,Moderate
Black_rot\0c7369b1-b8f1-4287-8875-fef5f1a5b3ac___FAM_B.Rot 3156.JPG,18.58460485895872,55.098657712735886,12.82625566079136,14.641058790478564,0.0343869948113698,0.1133263910323587,0.4276345440123336,0.9763884173208868,0.3447809854798109,Moderate
Black_rot\0daaeb93-868a-4649-be74-19aa2b231f90___FAM_B.Rot 0739.JPG,33.458446835339295,68.1620451062716,4.825808804552937,3.852473618505879,0.9095761476641648,0.4037612688930295,0.1607447217039771,0.2568762634360608,0.4400838506971565,Moderate
Black_rot\0dad85ca-3b63-412d-bdf0-9cef2457e390___FAM_B.Rot 3218.JPG,22.39925968720029,83.20482431755727,21.010436665997084,6.8419081341995,0.2588444371356947,0.7382034477322421,0.7006536207549751,0.4562475834931339,0.5525850654909669,Moderate
Black_rot\0e7726c0-a309-4194-b2e6-d0e33af39373___FAM_B.Rot 0530.JPG,29.26287883401769,81.70494926123504,22.76604403253849,0.4503033857600447,0.6627054594691516,0.7048571175908905,0.7592195666976217,0.0299787793799379,0.572934147694948,Moderate
Black_rot\0e9897ae-15fd-4f67-809d-2ec7373cf457___FAM_B.Rot 0396.JPG,23.299088293519983,69.02278866022695,3.173895608183969,5.958412943493488,0.3117910959026908,0.4228979553765127,0.1056379473737453,0.3973255360254831,0.3106917546371595,Mild
Black_rot\0f436459-1783-4ccd-87ec-0e5aff478fbc___FAM_B.Rot 3062.JPG,26.841156360022783,65.59358755787233,15.18419558083933,8.569800231496542,0.5202093079149093,0.3466574234747425,0.5062939211175853,0.5714841362745436,0.4749198615554551,Moderate
Black_rot\1043d0a4-26ff-40aa-abbf-eeca2dba898d___FAM_B.Rot 5018.JPG,27.294074748835754,67.89255703487918,24.438751680777514,14.296869187619476,0.5468594001806559,0.3977698110313037,0.8150200307259823,0.9534337296996348,0.6504875469759777,Moderate
Black_rot\106a2cd1-4ac3-4620-90fe-79067dea22d9___FAM_B.Rot 0456.JPG,21.14252574393396,61.89243184213877,28.084891246529896,7.751040674100967,0.1848971734149154,0.2643705957278808,0.9366529292754332,0.5168794366531418,0.4630745917215797,Moderate
Black_rot\10c69f64-73f4-4bb0-9319-b660ffb60e11___FAM_B.Rot 3545.JPG,34.482938671997495,59.23998224180599,15.4055360022531,12.286609892665316,0.9698580939194308,0.2053993769699159,0.5136776968993987,0.8193655481796862,0.5963768704316195,Moderate
Black_rot\1116c855-b68e-4b46-a82b-ab5ff7963434___FAM_B.Rot 3569.JPG,31.17725799713895,71.73678639015004,28.50837670834221,8.206914638533508,0.7753491113696972,0.4832375576143216,0.9507801351283324,0.5472825759731141,0.6859600941034267,Severe
Black_rot\1132be9e-d2ff-42e6-9cd2-5d4087a39ca8___FAM_B.Rot 0413.JPG,33.971482006591216,62.08401902304233,16.070669113680893,0.6117752015327715,0.939763561085974,0.2686301034504283,0.5358661147603269,0.040747655196959,0.4576459810360955,Moderate
Black_rot\114e772d-4784-4d26-b9a6-c15c56ece3ad___FAM_B.Rot 3515.JPG,33.21206495727003,62.935774920376254,11.82571483799724,4.725124127846611,0.8950788343615133,0.2875669697131327,0.3942571380741194,0.3150750575833783,0.4716190955395236,Moderate
Black_rot\1151f6a1-64a7-4f9b-84d4-39f1a22466bd___FAM_B.Rot 5028.JPG,28.16429963978845,79.55402285635506,25.446093856586863,8.633242617466548,0.5980641518725007,0.6570361329665092,0.8486243254780726,0.5757152348893516,0.6739260062054665,Severe
Black_rot\11ed8598-1b06-498a-ac27-7feda481e0b7___FAM_B.Rot 3593.JPG,33.67186199539299,93.58417992649515,14.789481313742671,14.258909488966864,0.9221336720368144,0.9689649483860504,0.4931265040343937,0.9509021220696268,0.8346849529475424,Severe
Black_rot\11f66442-5612-499c-a0a1-77f8c3668234___FAM_B.Rot 0727.JPG,19.50437253488263,77.16367402517187,14.15707531693569,12.8869553962685,0.088506884910479,0.6038921321101445,0.472029841916959,0.859403781134899,0.4931825775668826,Moderate
Black_rot\1265c7db-f189-48ca-8a41-f894c763925a___FAM_B.Rot 0573.JPG,21.331708661125468,53.46407601792348,14.709374682294849,3.4253342126827144,0.1960288525932999,0.0769851634024525,0.4904541977223832,0.2283894888503331,0.2403942093697231,Mild
Black_rot\12669996-08a8-4ed9-80fb-6f0e1fabca8a___FAM_B.Rot 0386.JPG,18.768863911479148,53.40126262343301,25.40355005609236,3.3016474502874527,0.0452289497236847,0.0755886496187549,0.847205091332989,0.2201405732233563,0.2898132197944662,Mild
Black_rot\12913612-fce1-49ac-99fc-779e1ce7809c___FAM_B.Rot 5024.JPG,23.530615622975493,92.81404493805049,24.958246250641565,3.0175945067085115,0.3254143552898895,0.9518427384594093,0.8323500394033178,0.2011965187441128,0.6152332239599471,Moderate
Black_rot\12ab53a5-dbd3-4f9f-a95b-500f6c1c4bff___FAM_B.Rot 3195.JPG,24.6075139247212,63.37808556383001,12.105599773206336,13.837483444537549,0.3887799412568572,0.297400746653066,0.4035939216272149,0.9227963828927948,0.4718729662954968,Moderate
Black_rot\133985bf-4483-417f-8e34-dcaadd55f00f___FAM_B.Rot 3293.JPG,22.61293354015623,54.1430143737114,9.99899579611575,12.78999229652581,0.2714171832124827,0.0920798224290818,0.3333189518383239,0.8529371196004047,0.3493954044115072,Moderate
Black_rot\1375f445-5685-45b8-b309-25bfa15e1665___FAM_B.Rot 3351.JPG,32.0885376555828,76.95700642176718,14.757840721173878,11.623251483794231,0.8289695595062271,0.5992973452953323,0.4920709939759984,0.7751248595299463,0.6650743138651454,Severe
Black_rot\143e8197-a7d6-48a7-8e9e-05cd7dd1323f___FAM_B.Rot 0421.JPG,24.064806553791016,78.06419502306197,17.18317529211327,5.891026713363414,0.3568465910864305,0.623913180108966,0.5729786138012076,0.3928314146175133,0.4981965381781019,Moderate
Black_rot\1559ee07-0272-4e4f-ac7a-66d47d3a808d___FAM_B.Rot 3249.JPG,22.77588666468548,79.18271690534097,7.150116318839909,7.565710564481502,0.2810054797156953,0.6487809847968176,0.2382821431286712,0.5045194038753101,0.4253600819251989,Moderate
Black_rot\1596dd33-4e8c-4e1f-8b9e-1894f2dbb1d6___FAM_B.Rot 0353.JPG,27.225833413690225,62.03309125358936,23.81865254146772,6.964976171927292,0.5428440236296342,0.2674978396619328,0.7943339175528279,0.4644552351442458,0.5074348842230446,Moderate
Black_rot\15c4e53d-7eb2-4a69-8060-81bfd6ccc4a3___FAM_B.Rot 3610.JPG,20.395711824570967,50.679980789651374,14.594482971972688,3.8009716133905895,0.1409540252717601,0.0150871018035281,0.4866214832873545,0.2534414925148323,0.2121083061838036,Mild
Black_rot\169f71a8-25b8-417a-bfd3-803416363700___FAM_B.Rot 0706.JPG,31.637348672818675,93.42569162545124,10.021366452598787,7.575420692231504,0.8024212269214852,0.965441319409173,0.3340652227205589,0.5051669915636431,0.6747874065459916,Severe
Black_rot\16a648d0-41d6-4439-be10-0ac137b28c3c___FAM_B.Rot 3292.JPG,19.267360942556103,61.29018705609961,3.2046297889197186,0.4574482177913169,0.0745609269640425,0.2509810447939429,0.1066632201094752,0.0304552824062403,0.1266914066878104,Mild
Black_rot\1701d7e3-686d-4dc3-b8fe-1fb220c422fc___FAM_B.Rot 0485.JPG,34.77707792220879,80.42118296236464,7.165354812108208,1.977155602461888,0.987165490463106,0.676315476974876,0.2387904895790263,0.1318075835828238,0.5357451548195606,Moderate
Black_rot\1770b6b2-5d95-41b5-b535-31d81b021b38___FAM_B.Rot 3196.JPG,31.128161078043178,81.79834414454193,28.47843515267951,13.298843942534196,0.7724602080789842,0.7069335416231036,0.9497813038612736,0.8868734456330783,0.8200151295986112,Severe
Black_rot\178456dc-6b03-4f5f-8503-8550b0d5f49a___FAM_B.Rot 3626.JPG,21.37816658608093,77.45033376857685,9.152990604585796,11.27519650547135,0.1987624752880708,0.610265363267983,0.3050967563414168,0.7519123823485994,0.4594268933574866,Moderate
Black_rot\180b88ab-4603-47eb-ab9e-ffd2a58779ec___FAM_B.Rot 3182.JPG,18.093875991101243,64.08083273961417,5.065778681011059,6.343026135886306,0.0055121027140488,0.3130247409523394,0.1687499642658131,0.4229761530489269,0.2220681696404527,Mild
Black_rot\18994b78-1505-4c21-b6b4-459c4e673735___FAM_B.Rot 3269.JPG,31.86284428373218,62.19933141938296,13.820183749649797,7.757255434258158,0.8156895750053766,0.2711938138218733,0.4607913533492854,0.517293911340536,0.5039371585033348,Moderate
Black_rot\18d435db-593f-4702-9bb4-f23ee8c3e726___FAM_B.Rot 3256.JPG,30.01657484540949,76.89507272162164,9.21263230080746,5.549983289399662,0.7070535555942816,0.5979203895261015,0.3070863654211093,0.3700865519100387,0.506928407493686,Moderate
Black_rot\190ae3d6-39ce-4512-818d-3feef7802d8a___FAM_B.Rot 3179.JPG,30.393121856696784,88.97430351252612,1.0547775081358246,11.111698007410087,0.7292098928971182,0.8664747708455444,0.0349455143965471,0.7410083430680268,0.599182951690685,Moderate
Black_rot\1987f6fe-4090-4186-b0fd-2c86eb01a38c___FAM_B.Rot 3260.JPG,31.111595893661075,92.6030178015528,9.694356518382518,11.762807688481194,0.7714854989413421,0.9471510272846856,0.3231563791516533,0.7844321397545272,0.71469220565956,Severe
Black_rot\1a081ae3-fab7-4a12-8ba4-2e46cab5f344___FAM_B.Rot 5059.JPG,19.25875907947953,54.765761198169095,16.323258718184057,11.449277853047386,0.0740547862324888,0.1059251898250599,0.5442923434290694,0.7635222128638183,0.3390687819356712,Moderate
Black_rot\1a1ba048-3ecb-4ad3-9ccf-87ee96b9a75e___FAM_B.Rot 3628.JPG,24.093917385252634,56.9672875668974,16.551371160599007,10.839175872516744,0.3585594964652958,0.1548711502215992,0.5519020295274126,0.7228333011016531,0.4186433867849874,Moderate
Black_rot\1a603016-c88a-4227-865f-575ddf5eddd2___FAM_B.Rot 0464.JPG,19.969774011927207,92.5131316452386,10.69676763530666,3.0675650803919376,0.1158914924031424,0.9451526118627104,0.3565961769133488,0.2045291554641924,0.4425735319807745,Moderate
Black_rot\1ac53f1b-5d2c-4f6a-b4fe-dccd5dad551f___FAM_B.Rot 3046.JPG,32.67275823988509,83.14408527506566,13.41908268757802,5.069549688607181,0.8633455814558102,0.7368530524744124,0.4474108768449567,0.3380454817053129,0.616354126658578,Moderate
Black_rot\1b332769-d8c9-4f5b-b21e-171fcc9f939b___FAM_B.Rot 0640.JPG,28.596068156068483,89.73472211733979,28.96553754704299,7.047681524755124,0.6234697681612643,0.8833809589542523,0.9660307301512906,0.4699710192440506,0.7563836161132245,Severe
Black_rot\1b49994b-904a-4f13-8c97-e72b68d9d6e4___FAM_B.Rot 3079.JPG,23.62526642249504,59.11846853609044,11.320454316909348,4.9618948714148345,0.330983686548074,0.2026977945078236,0.3774019682172726,0.3308657683175584,0.3040789057071954,Mild
Black_rot\1b9b236c-8b25-4473-b3d3-e83c7218cb3b___FAM_B.Rot 3290.JPG,19.080491954862403,76.44136419992309,7.746804397799489,11.324103002374937,0.063565401309419,0.5878332065379377,0.2581872782078275,0.7551740536766877,0.4078229425760305,Moderate
Black_rot\1bcdb090-ec74-4b88-812e-1d27d99f5a5f___FAM_B.Rot 0325.JPG,23.28669946916626,81.55128174878631,7.304011322002804,4.94030286374932,0.3110621272402432,0.7014406679469578,0.2434159826236817,0.3294257544793702,0.4149368787459426,Moderate
Black_rot\1be11ac2-41f6-43a9-9fc3-a673ae539757___FAM_B.Rot 0656.JPG,23.5281164744547,80.60503484511378,13.732938381124026,2.073481301780057,0.3252673033257607,0.6804030078351431,0.4578809033054965,0.1382317356181556,0.4275543011319883,Moderate
Black_rot\1c2b4d6c-dc3d-4913-b98f-2da54c4f6614___FAM_B.Rot 3602.JPG,30.403305031747088,68.36682608900142,22.78560446150832,5.985606780724561,0.7298090793319197,0.4083141109634371,0.7598720901761026,0.3991391469936158,0.5747423550647598,Moderate
Black_rot\1cb9fa90-804f-4b63-9cf7-bab274ab9c5e___FAM_B.Rot 3325.JPG,28.838477013038624,50.69277012610888,6.1796455256541964,14.698716491735706,0.6377333056193473,0.0153714437785502,0.205907854266691,0.9802337238331206,0.4115684678716987,Moderate
Black_rot\1ccd890e-9e06-44cf-8495-8f229e7bb89b___FAM_B.Rot 3614.JPG,33.08261662379755,76.23167255619184,21.278883814223043,3.388221194003638,0.8874619874506819,0.5831711870248653,0.709608847003787,0.2259143479879037,0.6194019343186575,Moderate
Black_rot\1d02b5ac-6f6e-4935-a841-2cd5b608ddf3___FAM_B.Rot 3060.JPG,26.02765372775314,61.38956926308239,0.6344947004824886,9.182379884148435,0.4723421407962736,0.253190583428681,0.0209251470508918,0.6123382889071441,0.3217416547718245,Mild
Black_rot\1d3c0f3d-1b66-4cfc-b67b-af9760864e99___FAM_B.Rot 3317.JPG,20.03310218095113,70.26144107643006,12.56798933951838,6.494595747595595,0.119617774199586,0.4504365908295034,0.4190189436800809,0.4330846312271175,0.3564070829641912,Moderate
Black_rot\1d482244-3c8c-40fa-8a40-a0ad06ae1e7b___FAM_B.Rot 5100.JPG,30.12516138279092,93.09114567877178,23.27595195608361,1.0653685147398997,0.7134428771840217,0.9580034468087852,0.7762297709467086,0.0709986933610058,0.6740189347475193,Severe
Black_rot\1e3a2734-e21c-438e-a344-935d8d2129f7___FAM_B.Rot 5063.JPG,30.93334582648725,67.95658929390956,10.161988673232942,7.318149089970892,0.7609971176923318,0.3991934235117723,0.3387562906261461,0.4880090378815583,0.4922981867094628,Moderate
Black_rot\1e828732-ed86-4741-b9e5-2e7c3785c1ff___FAM_B.Rot 3015.JPG,27.54171235868144,87.7910722998992,16.912113043361984,10.532464929724688,0.5614306017787031,0.8401683005275711,0.563936149460941,0.7023781396925685,0.673867805906696,Severe
Black_rot\1eb25f7e-eed4-4dec-baab-3c4cfde9ef52___FAM_B.Rot 5053.JPG,31.106442059227536,58.4843272587163,6.149376984777324,7.698299637417281,0.7711822430644144,0.1885990972180451,0.2048981149807081,0.5133620322578946,0.4032722251282731,Moderate
Black_rot\1ec97b51-e18c-4143-9b7a-1a3ad1b71590___FAM_B.Rot 3108.JPG,26.394525138194645,80.2607224111263,22.25986173378517,13.081590956198715,0.4939291577499352,0.6727479994748652,0.7423336469237072,0.872384412859602,0.6853669835827906,Severe
Black_rot\1f20a91e-f33c-4e38-937d-ee259477211e___FAM_B.Rot 5016.JPG,26.8864580994939,93.96531294975246,1.5683730980627886,4.33405524986374,0.5228748997003703,0.9774385792846624,0.0520787368523751,0.2889938980773328,0.4947687625390516,Moderate
Black_rot\1f9d01f0-dde4-49f5-9c27-e87432451556___FAM_B.Rot 3414.JPG,25.268197312095342,54.58518953928216,25.57627934626501,1.293737569559474,0.4276550977240364,0.1019105873246489,0.8529672306722037,0.086229078800307,0.3679745740565161,Moderate
Black_rot\1fd3808a-4e87-4cc0-8b5a-5e12de26c538___FAM_B.Rot 3253.JPG,18.43212515464962,50.37439740022364,5.945891592650044,14.048484174870092,0.0254149630085956,0.0082931461692789,0.1981099716278342,0.9368684403065176,0.2457428655711947,Mild
Black_rot\2011a0a0-a9f9-4be8-9a2e-db1d4a655d01___FAM_B.Rot 3471.JPG,19.834154258886176,69.51122566846765,26.23194095124992,5.672945242923285,0.1079115140651604,0.433757247729828,0.8748396850979693,0.3782871285950621,0.4514723998287431,Moderate
Black_rot\204c54ed-d895-4fb5-a2ba-4164ea1b19d3___FAM_B.Rot 3163.JPG,18.534296156674483,54.16814673731152,10.57587723901552,8.6460832718045,0.0314267891964937,0.0926385837007686,0.3525633501269586,0.5765716036080221,0.2391034306626981,Mild
Black_rot\20665daf-9b0c-4485-84e3-1387941ce4b3___FAM_B.Rot 0516.JPG,28.818976991484263,83.67729573543042,21.6805072342346,11.88004689195294,0.6365859082372941,0.7487077812874537,0.7230067490369937,0.79225105488242,0.7229607096812921,Severe
Black_rot\208a1a2c-c037-429c-9476-81fc568bde5f___FAM_B.Rot 3049.JPG,23.34405167829756,91.15468987318516,9.576758933585657,4.864704958133709,0.3144367786183851,0.9149507309675295,0.3192333984639117,0.3243839801380991,0.4977795595884529,Moderate
Black_rot\21008a79-e393-498c-b9f8-7c579b911b3e___FAM_B.Rot 0661.JPG,26.645701749799947,69.53094377189414,27.177350137039426,10.742468072664169,0.5087085971359635,0.4341956351700682,0.9063779346655292,0.7163836660234452,0.6273070567060828,Moderate
Black_rot\211c977e-d5aa-4a3e-8033-2daf1ba12fb5___FAM_B.Rot 0418.JPG,33.42863005674358,61.64202389699484,3.799113765551231,2.0312827472674204,0.9078217037725717,0.2588033413265295,0.1264948277358207,0.135417430279297,0.3633036213309163,Moderate
